"Project Name","URL","ML libraries","Number of Contributors","Number of Stars"
"d6t/d6tflow","https://github.com/d6t/d6tflow.git","sklearn,tensorflow,keras","5","836"
"sunghoonim/DPSNet","https://github.com/sunghoonim/DPSNet.git","torch","3","129"
"GraphSAINT/GraphSAINT","https://github.com/GraphSAINT/GraphSAINT.git","sklearn,torch,tensorflow","3","77"
"Unbabel/OpenKiwi","https://github.com/Unbabel/OpenKiwi.git","torch","6","122"
"tensorflow/tfx","https://github.com/tensorflow/tfx.git","tensorflow,keras","55","947"
"facebookresearch/habitat-api","https://github.com/facebookresearch/habitat-api.git","torch","21","399"
"gramener/gramex","https://github.com/gramener/gramex.git","sklearn","7","69"
"ak9250/stylegan-art","https://github.com/ak9250/stylegan-art.git","sklearn,tensorflow","3","240"
"amaiya/ktrain","https://github.com/amaiya/ktrain.git","sklearn,theano,tensorflow,keras,torch","8","399"
"keunwoochoi/torchaudio-contrib","https://github.com/keunwoochoi/torchaudio-contrib.git","torch","6","148"
"microsoft/forecasting","https://github.com/microsoft/forecasting.git","sklearn,tensorflow,keras","14","1183"
"smellslikeml/ActionAI","https://github.com/smellslikeml/ActionAI.git","sklearn,keras,tensorflow,torch","3","179"
"carykh/alignedCelebFaces","https://github.com/carykh/alignedCelebFaces.git","sklearn,tensorflow","4","147"
"jiwoon-ahn/irn","https://github.com/jiwoon-ahn/irn.git","torch","3","194"
"castorini/birch","https://github.com/castorini/birch.git","torch,tensorflow","6","74"
"facebook/Ax","https://github.com/facebook/Ax.git","sklearn,torch","43","1151"
"WeidiXie/VGG-Speaker-Recognition","https://github.com/WeidiXie/VGG-Speaker-Recognition.git","sklearn,tensorflow,keras","3","177"
"openai/gpt-2","https://github.com/openai/gpt-2.git","tensorflow","14","10353"
"shenweichen/GraphEmbedding","https://github.com/shenweichen/GraphEmbedding.git","sklearn,keras,tensorflow","3","915"
"lacmus-foundation/lacmus","https://github.com/lacmus-foundation/lacmus.git","keras,tensorflow","4","121"
"run-youngjoo/SC-FEGAN","https://github.com/run-youngjoo/SC-FEGAN.git","tensorflow","4","2851"
"ruotianluo/zsl-gcn-pth","https://github.com/ruotianluo/zsl-gcn-pth.git","tensorflow,torch","3","56"
"fancompute/wavetorch","https://github.com/fancompute/wavetorch.git","sklearn,torch","3","338"
"hudson-and-thames/research","https://github.com/hudson-and-thames/research.git","sklearn","20","569"
"hudson-and-thames/mlfinlab","https://github.com/hudson-and-thames/mlfinlab.git","sklearn","13","1048"
"philip-huang/PIXOR","https://github.com/philip-huang/PIXOR.git","sklearn,torch,tensorflow","3","103"
"machinelearningmindset/machine-learning-course","https://github.com/machinelearningmindset/machine-learning-course.git","sklearn,tensorflow","9","6162"
"facebookresearch/habitat-challenge","https://github.com/facebookresearch/habitat-challenge.git","torch","6","99"
"yoyoyo-yo/DeepLearningMugenKnock","https://github.com/yoyoyo-yo/DeepLearningMugenKnock.git","torch,keras,tensorflow","5","570"
"KUR-creative/SickZil-Machine","https://github.com/KUR-creative/SickZil-Machine.git","tensorflow","3","700"
"sunset1995/HorizonNet","https://github.com/sunset1995/HorizonNet.git","sklearn,torch","4","114"
"MAIF/melusine","https://github.com/MAIF/melusine.git","sklearn,tensorflow,keras","16","168"
"danaugrs/huskarl","https://github.com/danaugrs/huskarl.git","tensorflow,keras","3","398"
"namisan/mt-dnn","https://github.com/namisan/mt-dnn.git","sklearn,torch,tensorflow","15","1297"
"Hellisotherpeople/CX_DB8","https://github.com/Hellisotherpeople/CX_DB8.git","sklearn,tensorflow,torch","3","109"
"cgnorthcutt/benchmarking-keras-pytorch","https://github.com/cgnorthcutt/benchmarking-keras-pytorch.git","torch,keras","3","326"
"microsoft/msticpy","https://github.com/microsoft/msticpy.git","sklearn","12","180"
"vita-epfl/openpifpaf","https://github.com/vita-epfl/openpifpaf.git","torch","3","467"
"mattriemer/MER","https://github.com/mattriemer/MER.git","torch","3","67"
"junqiangchen/LUNA16-Lung-Nodule-Analysis-2016-Challenge","https://github.com/junqiangchen/LUNA16-Lung-Nodule-Analysis-2016-Challenge.git","sklearn,tensorflow","3","89"
"davidADSP/GDL_code","https://github.com/davidADSP/GDL_code.git","keras,tensorflow","6","715"
"uma-pi1/kge","https://github.com/uma-pi1/kge.git","torch","8","70"
"leeesangwon/PyTorch-Image-Retrieval","https://github.com/leeesangwon/PyTorch-Image-Retrieval.git","torch","3","133"
"shahrukhqasim/TIES-2.0","https://github.com/shahrukhqasim/TIES-2.0.git","tensorflow","3","97"
"tofunlp/lineflow","https://github.com/tofunlp/lineflow.git","keras,torch","3","137"
"ermongroup/neuralsort","https://github.com/ermongroup/neuralsort.git","tensorflow,torch","3","57"
"naver/claf","https://github.com/naver/claf.git","sklearn,tensorflow,torch","5","179"
"jrzaurin/ml_pipelines","https://github.com/jrzaurin/ml_pipelines.git","sklearn","3","55"
"svip-lab/PlanarReconstruction","https://github.com/svip-lab/PlanarReconstruction.git","tensorflow,torch","3","200"
"IntuitionEngineeringTeam/chars2vec","https://github.com/IntuitionEngineeringTeam/chars2vec.git","sklearn,keras","4","98"
"purdue-biorobotics/flappy","https://github.com/purdue-biorobotics/flappy.git","theano,tensorflow","5","133"
"awslabs/aws-data-wrangler","https://github.com/awslabs/aws-data-wrangler.git","sklearn","9","518"
"SeldonIO/alibi","https://github.com/SeldonIO/alibi.git","sklearn,keras,tensorflow","10","461"
"dougsm/mvp_grasp","https://github.com/dougsm/mvp_grasp.git","torch,tensorflow,keras","4","51"
"acbull/Unbiased_LambdaMart","https://github.com/acbull/Unbiased_LambdaMart.git","sklearn","3","137"
"EricAlcaide/MiniFold","https://github.com/EricAlcaide/MiniFold.git","keras","4","69"
"nubank/fklearn","https://github.com/nubank/fklearn.git","sklearn","29","1173"
"kenjyoung/MinAtar","https://github.com/kenjyoung/MinAtar.git","torch","6","52"
"facebookresearch/EGG","https://github.com/facebookresearch/EGG.git","torch","7","127"
"limbo018/DREAMPlace","https://github.com/limbo018/DREAMPlace.git","torch","7","138"
"bedapudi6788/NudeNet","https://github.com/bedapudi6788/NudeNet.git","tensorflow,keras","3","201"
"openai/neural-mmo","https://github.com/openai/neural-mmo.git","sklearn,torch,tensorflow","8","1165"
"taki0112/AdaBound-Tensorflow","https://github.com/taki0112/AdaBound-Tensorflow.git","tensorflow","3","135"
"generalized-iou/g-tensorflow-models","https://github.com/generalized-iou/g-tensorflow-models.git","sklearn,tensorflow,keras","391","70"
"qubvel/segmentation_models.pytorch","https://github.com/qubvel/segmentation_models.pytorch.git","torch","11","1489"
"SoftwareGift/FeatherNets_Face-Anti-spoofing-Attack-Detection-Challenge-CVPR2019","https://github.com/SoftwareGift/FeatherNets_Face-Anti-spoofing-Attack-Detection-Challenge-CVPR2019.git","sklearn,torch","15","585"
"PaddlePaddle/ERNIE","https://github.com/PaddlePaddle/ERNIE.git","sklearn","20","2722"
"deepakn97/relationPrediction","https://github.com/deepakn97/relationPrediction.git","torch","3","177"
"qkaren/converse_reading_cmr","https://github.com/qkaren/converse_reading_cmr.git","torch","5","61"
"wangleiphy/tensorgrad","https://github.com/wangleiphy/tensorgrad.git","torch","3","59"
"foolwood/SiamMask","https://github.com/foolwood/SiamMask.git","torch","3","2259"
"facebookresearch/DeepSDF","https://github.com/facebookresearch/DeepSDF.git","torch","4","387"
"logicai-io/recsys2019","https://github.com/logicai-io/recsys2019.git","sklearn","4","55"
"Giphy/celeb-detection-oss","https://github.com/Giphy/celeb-detection-oss.git","sklearn,torch,tensorflow","4","658"
"google-research/meta-dataset","https://github.com/google-research/meta-dataset.git","tensorflow","10","191"
"allenai/lm-explorer","https://github.com/allenai/lm-explorer.git","torch","4","122"
"h2oai/driverlessai-recipes","https://github.com/h2oai/driverlessai-recipes.git","sklearn","30","94"
"BishopFox/eyeballer","https://github.com/BishopFox/eyeballer.git","sklearn,keras,tensorflow","5","326"
"Sujit-O/pykg2vec","https://github.com/Sujit-O/pykg2vec.git","sklearn,tensorflow","6","149"
"zphang/bert_on_stilts","https://github.com/zphang/bert_on_stilts.git","sklearn,torch,tensorflow","43","77"
"PolyAI-LDN/conversational-datasets","https://github.com/PolyAI-LDN/conversational-datasets.git","sklearn,tensorflow","4","647"
"GUDHI/gudhi-devel","https://github.com/GUDHI/gudhi-devel.git","sklearn,torch","7","67"
"maelfabien/Multimodal-Emotion-Recognition","https://github.com/maelfabien/Multimodal-Emotion-Recognition.git","sklearn,tensorflow,keras","3","201"
"ilikewind/CAMELYON","https://github.com/ilikewind/CAMELYON.git","sklearn,keras,torch","4","105"
"asyml/texar-pytorch","https://github.com/asyml/texar-pytorch.git","sklearn,torch,tensorflow","12","537"
"baidu/knowledge-driven-dialogue","https://github.com/baidu/knowledge-driven-dialogue.git","sklearn,torch","3","210"
"fsx950223/mobilenetv2-yolov3","https://github.com/fsx950223/mobilenetv2-yolov3.git","tensorflow","9","159"
"thunil/TecoGAN","https://github.com/thunil/TecoGAN.git","torch,tensorflow,keras","4","1726"
"pradeeplam/Anime-Sketch-Coloring-with-Swish-Gated-Residual-UNet","https://github.com/pradeeplam/Anime-Sketch-Coloring-with-Swish-Gated-Residual-UNet.git","keras,tensorflow","4","61"
"castorini/hedwig","https://github.com/castorini/hedwig.git","sklearn,torch","14","249"
"Tramac/awesome-semantic-segmentation-pytorch","https://github.com/Tramac/awesome-semantic-segmentation-pytorch.git","torch","3","964"
"hzwer/ICCV2019-LearningToPaint","https://github.com/hzwer/ICCV2019-LearningToPaint.git","torch","3","1612"
"scoutbee/pytorch-nlp-notebooks","https://github.com/scoutbee/pytorch-nlp-notebooks.git","torch","3","217"
"HelenMao/MSGAN","https://github.com/HelenMao/MSGAN.git","torch","3","305"
"imatge-upc/rvos","https://github.com/imatge-upc/rvos.git","torch","4","187"
"thu-coai/tatk","https://github.com/thu-coai/tatk.git","sklearn,torch,tensorflow","7","54"
"nanoporetech/taiyaki","https://github.com/nanoporetech/taiyaki.git","torch","9","66"
"podgorskiy/ALAE","https://github.com/podgorskiy/ALAE.git","sklearn,torch,tensorflow","4","1879"
"feedly/transfer-nlp","https://github.com/feedly/transfer-nlp.git","torch","4","276"
"google-research/morph-net","https://github.com/google-research/morph-net.git","tensorflow","10","872"
"INK-USC/AlpacaTag","https://github.com/INK-USC/AlpacaTag.git","sklearn,keras,torch","5","78"
"wenhuchen/Table-Fact-Checking","https://github.com/wenhuchen/Table-Fact-Checking.git","sklearn,torch","3","151"
"karolzak/keras-unet","https://github.com/karolzak/keras-unet.git","tensorflow,keras","3","91"
"NVlabs/SPADE","https://github.com/NVlabs/SPADE.git","tensorflow,torch","4","5457"
"TheFoundryVisionmongers/nuke-ML-server","https://github.com/TheFoundryVisionmongers/nuke-ML-server.git","tensorflow","3","86"
"hundredblocks/ml-powered-applications","https://github.com/hundredblocks/ml-powered-applications.git","sklearn,tensorflow,keras","3","195"
"NVIDIA/retinanet-examples","https://github.com/NVIDIA/retinanet-examples.git","torch","7","369"
"AcutronicRobotics/ros2learn","https://github.com/AcutronicRobotics/ros2learn.git","tensorflow","9","92"
"fmcarlucci/JigenDG","https://github.com/fmcarlucci/JigenDG.git","tensorflow,torch","3","108"
"BloodAxe/pytorch-toolbelt","https://github.com/BloodAxe/pytorch-toolbelt.git","sklearn,torch","4","712"
"michuanhaohao/reid-strong-baseline","https://github.com/michuanhaohao/reid-strong-baseline.git","torch","8","1069"
"PacktPublishing/AI-Crash-Course","https://github.com/PacktPublishing/AI-Crash-Course.git","sklearn,keras,torch","3","51"
"idealo/imageatm","https://github.com/idealo/imageatm.git","sklearn,tensorflow,keras","4","171"
"THUDM/cogdl","https://github.com/THUDM/cogdl.git","sklearn,torch","5","290"
"larq/larq","https://github.com/larq/larq.git","tensorflow,keras","13","195"
"cvlab-yonsei/projects","https://github.com/cvlab-yonsei/projects.git","sklearn,torch,tensorflow","7","61"
"IBM/MAX-Image-Resolution-Enhancer","https://github.com/IBM/MAX-Image-Resolution-Enhancer.git","tensorflow","10","79"
"soobinseo/Transformer-TTS","https://github.com/soobinseo/Transformer-TTS.git","torch","3","284"
"Paper99/SRFBN_CVPR19","https://github.com/Paper99/SRFBN_CVPR19.git","torch","4","352"
"microsoft/Deep3DFaceReconstruction","https://github.com/microsoft/Deep3DFaceReconstruction.git","tensorflow","4","408"
"makcedward/nlpaug","https://github.com/makcedward/nlpaug.git","sklearn,torch","7","818"
"youyuge34/PI-REC","https://github.com/youyuge34/PI-REC.git","torch","5","1316"
"strongio/keras-bert","https://github.com/strongio/keras-bert.git","tensorflow,keras","3","237"
"SudeepDasari/RoboNet","https://github.com/SudeepDasari/RoboNet.git","tensorflow","4","99"
"baowenbo/DAIN","https://github.com/baowenbo/DAIN.git","torch","4","2624"
"clovaai/WCT2","https://github.com/clovaai/WCT2.git","torch","3","447"
"twjiang/graphSAGE-pytorch","https://github.com/twjiang/graphSAGE-pytorch.git","sklearn,torch","5","52"
"machine-learning-apps/Issue-Label-Bot","https://github.com/machine-learning-apps/Issue-Label-Bot.git","sklearn,tensorflow,keras","8","210"
"goru001/inltk","https://github.com/goru001/inltk.git","sklearn","3","487"
"DirtyHarryLYL/Transferable-Interactiveness-Network","https://github.com/DirtyHarryLYL/Transferable-Interactiveness-Network.git","tensorflow","3","110"
"cisco/mindmeld","https://github.com/cisco/mindmeld.git","sklearn,tensorflow","25","337"
"achaiah/pywick","https://github.com/achaiah/pywick.git","sklearn,torch","3","272"
"a-jahani/semiDepth","https://github.com/a-jahani/semiDepth.git","tensorflow","6","59"
"jtibshirani/text-embeddings","https://github.com/jtibshirani/text-embeddings.git","tensorflow","3","92"
"nbei/Deep-Flow-Guided-Video-Inpainting","https://github.com/nbei/Deep-Flow-Guided-Video-Inpainting.git","torch","3","1415"
"Neuraxio/Neuraxle","https://github.com/Neuraxio/Neuraxle.git","sklearn","6","178"
"llSourcell/AI_Startup_Prototype","https://github.com/llSourcell/AI_Startup_Prototype.git","keras","3","328"
"wuhuikai/FastFCN","https://github.com/wuhuikai/FastFCN.git","torch","3","585"
"deepmind/mathematics_dataset","https://github.com/deepmind/mathematics_dataset.git","tensorflow","3","1177"
"zgojcic/3DSmoothNet","https://github.com/zgojcic/3DSmoothNet.git","sklearn,tensorflow","3","155"
"kubeflow/kfserving","https://github.com/kubeflow/kfserving.git","sklearn,tensorflow,keras,torch","60","450"
"mit-han-lab/temporal-shift-module","https://github.com/mit-han-lab/temporal-shift-module.git","sklearn,torch","4","801"
"researchmm/SiamDW","https://github.com/researchmm/SiamDW.git","torch","4","515"
"williamSYSU/TextGAN-PyTorch","https://github.com/williamSYSU/TextGAN-PyTorch.git","torch","5","246"
"facebookresearch/LAMA","https://github.com/facebookresearch/LAMA.git","torch","6","511"
"hyperconnect/TC-ResNet","https://github.com/hyperconnect/TC-ResNet.git","sklearn,tensorflow","3","84"
"Lotayou/densebody_pytorch","https://github.com/Lotayou/densebody_pytorch.git","torch","3","317"
"ConvLab/ConvLab","https://github.com/ConvLab/ConvLab.git","sklearn,tensorflow,torch","17","243"
"cs231n/gcloud","https://github.com/cs231n/gcloud.git","tensorflow,torch","3","178"
"williamFalcon/pytorch-lightning","https://github.com/williamFalcon/pytorch-lightning.git","torch","81","3137"
"cap-ntu/baconian-project","https://github.com/cap-ntu/baconian-project.git","sklearn,tensorflow","7","66"
"subbarayudu-j/TheAlgorithms-Python","https://github.com/subbarayudu-j/TheAlgorithms-Python.git","sklearn,tensorflow","201","448"
"sogou/SogouMRCToolkit","https://github.com/sogou/SogouMRCToolkit.git","tensorflow,keras","8","613"
"eg4000/SKU110K_CVPR19","https://github.com/eg4000/SKU110K_CVPR19.git","tensorflow,keras","3","427"
"numenta/nupic.torch","https://github.com/numenta/nupic.torch.git","torch","8","87"
"MotionMobs/Sandwhich","https://github.com/MotionMobs/Sandwhich.git","tensorflow","3","83"
"switchablenorms/CelebAMask-HQ","https://github.com/switchablenorms/CelebAMask-HQ.git","torch","3","579"
"leymir/hyperbolic-image-embeddings","https://github.com/leymir/hyperbolic-image-embeddings.git","torch","3","107"
"xiangyue9607/BioNEV","https://github.com/xiangyue9607/BioNEV.git","sklearn,tensorflow","4","87"
"bentoml/BentoML","https://github.com/bentoml/BentoML.git","sklearn,tensorflow,keras,torch","14","845"
"ColCarroll/minimc","https://github.com/ColCarroll/minimc.git","theano","4","122"
"ShichenLiu/SoftRas","https://github.com/ShichenLiu/SoftRas.git","torch","3","500"
"AIDungeon/AIDungeon","https://github.com/AIDungeon/AIDungeon.git","tensorflow","36","2397"
"switchablenorms/Sparse_SwitchNorm","https://github.com/switchablenorms/Sparse_SwitchNorm.git","torch","3","51"
"fastnlp/fitlog","https://github.com/fastnlp/fitlog.git","torch","3","469"
"laoreja/HPLFlowNet","https://github.com/laoreja/HPLFlowNet.git","torch","3","56"
"visionml/pytracking","https://github.com/visionml/pytracking.git","torch","8","928"
"Minyus/causallift","https://github.com/Minyus/causallift.git","sklearn","3","78"
"JDAI-CV/DCL","https://github.com/JDAI-CV/DCL.git","torch","3","301"
"Hyperparticle/udify","https://github.com/Hyperparticle/udify.git","torch","3","88"
"zzh8829/yolov3-tf2","https://github.com/zzh8829/yolov3-tf2.git","keras,tensorflow","13","1570"
"for-ai/rl","https://github.com/for-ai/rl.git","tensorflow","8","75"
"StanfordVL/MinkowskiEngine","https://github.com/StanfordVL/MinkowskiEngine.git","torch","4","602"
"javiribera/locating-objects-without-bboxes","https://github.com/javiribera/locating-objects-without-bboxes.git","sklearn,torch","3","136"
"valeoai/ADVENT","https://github.com/valeoai/ADVENT.git","torch","3","146"
"seungwonpark/RandWireNN","https://github.com/seungwonpark/RandWireNN.git","torch","3","663"
"diffbot/knowledge-net","https://github.com/diffbot/knowledge-net.git","tensorflow","3","89"
"hughw19/NOCS_CVPR2019","https://github.com/hughw19/NOCS_CVPR2019.git","tensorflow,keras","3","141"
"idealo/imagededup","https://github.com/idealo/imagededup.git","sklearn,keras,tensorflow","7","2757"
"microsoft/nlp-recipes","https://github.com/microsoft/nlp-recipes.git","sklearn,torch","36","2880"
"IBM/pytorchpipe","https://github.com/IBM/pytorchpipe.git","torch","5","210"
"lightaime/deep_gcns","https://github.com/lightaime/deep_gcns.git","tensorflow","3","514"
"liu-vis/DualResidualNetworks","https://github.com/liu-vis/DualResidualNetworks.git","torch","3","75"
"cheungdaven/QuatE","https://github.com/cheungdaven/QuatE.git","torch","3","54"
"catalyst-team/mlcomp","https://github.com/catalyst-team/mlcomp.git","sklearn,torch","5","173"
"MalongTech/research-ms-loss","https://github.com/MalongTech/research-ms-loss.git","torch","4","174"
"ddbourgin/numpy-ml","https://github.com/ddbourgin/numpy-ml.git","sklearn,tensorflow,keras,torch","6","7843"
"aws-deepracer-community/deepracer","https://github.com/aws-deepracer-community/deepracer.git","tensorflow","9","170"
"mit-han-lab/amc-models","https://github.com/mit-han-lab/amc-models.git","torch,tensorflow","3","146"
"harshbg/Sign-Language-Interpreter-using-Deep-Learning","https://github.com/harshbg/Sign-Language-Interpreter-using-Deep-Learning.git","sklearn,tensorflow,keras","4","64"
"INK-USC/RE-Net","https://github.com/INK-USC/RE-Net.git","sklearn,torch","3","120"
"plotly/dash-sample-apps","https://github.com/plotly/dash-sample-apps.git","sklearn,tensorflow,keras","36","780"
"HRNet/HRNet-Facial-Landmark-Detection","https://github.com/HRNet/HRNet-Facial-Landmark-Detection.git","torch","4","371"
"xinntao/EDVR","https://github.com/xinntao/EDVR.git","torch","3","834"
"tianzhi0549/FCOS","https://github.com/tianzhi0549/FCOS.git","torch","65","1968"
"HRNet/HRNet-Image-Classification","https://github.com/HRNet/HRNet-Image-Classification.git","torch","3","418"
"dbiir/UER-py","https://github.com/dbiir/UER-py.git","torch,tensorflow","5","683"
"MenghaoGuo/AutoDeeplab","https://github.com/MenghaoGuo/AutoDeeplab.git","torch","5","333"
"audeering/audtorch","https://github.com/audeering/audtorch.git","torch","5","54"
"mesutpiskin/id-card-detector","https://github.com/mesutpiskin/id-card-detector.git","tensorflow","4","51"
"AruniRC/detectron-self-train","https://github.com/AruniRC/detectron-self-train.git","torch","6","73"
"noyoshi/smart-sketch","https://github.com/noyoshi/smart-sketch.git","tensorflow,torch","3","169"
"aimi-cn/AILearners","https://github.com/aimi-cn/AILearners.git","sklearn,torch","7","103"
"minimaxir/gpt-2-simple","https://github.com/minimaxir/gpt-2-simple.git","tensorflow","15","1666"
"microsoft/NeuronBlocks","https://github.com/microsoft/NeuronBlocks.git","sklearn,torch","11","1287"
"avisingh599/reward-learning-rl","https://github.com/avisingh599/reward-learning-rl.git","tensorflow,keras","10","252"
"microsoft/0xDeCA10B","https://github.com/microsoft/0xDeCA10B.git","sklearn,keras","3","200"
"marian42/shapegan","https://github.com/marian42/shapegan.git","sklearn,torch","3","60"
"tensorwerk/hangar-py","https://github.com/tensorwerk/hangar-py.git","tensorflow,torch","5","146"
"generalized-iou/Detectron.pytorch","https://github.com/generalized-iou/Detectron.pytorch.git","torch","6","94"
"xavysp/DexiNed","https://github.com/xavysp/DexiNed.git","torch,tensorflow","4","51"
"xingyizhou/CenterNet","https://github.com/xingyizhou/CenterNet.git","torch","12","3036"
"getkeops/keops","https://github.com/getkeops/keops.git","sklearn,torch","8","144"
"kaushaltrivedi/fast-bert","https://github.com/kaushaltrivedi/fast-bert.git","sklearn,torch","18","1086"
"nkolot/GraphCMR","https://github.com/nkolot/GraphCMR.git","torch","3","216"
"cybertronai/imagenet18","https://github.com/cybertronai/imagenet18.git","torch,tensorflow","4","68"
"GoogleCloudPlatform/ai-platform-samples","https://github.com/GoogleCloudPlatform/ai-platform-samples.git","sklearn,torch,tensorflow","23","105"
"Tiiiger/bert_score","https://github.com/Tiiiger/bert_score.git","torch","8","368"
"alexsax/midlevel-reps","https://github.com/alexsax/midlevel-reps.git","torch,tensorflow","3","60"
"GaoPeng97/transformer-xl-chinese","https://github.com/GaoPeng97/transformer-xl-chinese.git","tensorflow","9","325"
"msgi/nlp-journey","https://github.com/msgi/nlp-journey.git","sklearn,keras,tensorflow","3","951"
"nyu-dl/dl4ir-doc2query","https://github.com/nyu-dl/dl4ir-doc2query.git","tensorflow","3","72"
"amiryanj/socialways","https://github.com/amiryanj/socialways.git","torch","3","61"
"seungeunrho/minimalRL","https://github.com/seungeunrho/minimalRL.git","torch","3","1359"
"minerllabs/minerl","https://github.com/minerllabs/minerl.git","tensorflow","15","128"
"NVlabs/FUNIT","https://github.com/NVlabs/FUNIT.git","torch","3","1208"
"DemisEom/SpecAugment","https://github.com/DemisEom/SpecAugment.git","tensorflow,torch","5","241"
"xvjiarui/GCNet","https://github.com/xvjiarui/GCNet.git","torch","36","747"
"MTG/mtg-jamendo-dataset","https://github.com/MTG/mtg-jamendo-dataset.git","sklearn,torch","3","66"
"StepNeverStop/RLs","https://github.com/StepNeverStop/RLs.git","keras,tensorflow","4","51"
"google/TensorNetwork","https://github.com/google/TensorNetwork.git","torch,tensorflow","34","1210"
"dl4sits/BreizhCrops","https://github.com/dl4sits/BreizhCrops.git","sklearn,torch","3","58"
"NVIDIA-AI-IOT/torch2trt","https://github.com/NVIDIA-AI-IOT/torch2trt.git","torch","7","1060"
"titu1994/keras-attention-augmented-convs","https://github.com/titu1994/keras-attention-augmented-convs.git","keras,tensorflow","3","78"
"astooke/rlpyt","https://github.com/astooke/rlpyt.git","torch","15","1357"
"euagendas/m3inference","https://github.com/euagendas/m3inference.git","torch","5","51"
"cybertronai/pytorch-lamb","https://github.com/cybertronai/pytorch-lamb.git","torch","3","160"
"tabdelaal/scRNAseq_Benchmark","https://github.com/tabdelaal/scRNAseq_Benchmark.git","sklearn,tensorflow","3","63"
"mrqa/MRQA-Shared-Task-2019","https://github.com/mrqa/MRQA-Shared-Task-2019.git","torch","3","192"
"alimamarankgroup/HPMN","https://github.com/alimamarankgroup/HPMN.git","sklearn,tensorflow,keras","3","57"
"sseung0703/KD_methods_with_TF","https://github.com/sseung0703/KD_methods_with_TF.git","tensorflow,keras","3","167"
"park-project/park","https://github.com/park-project/park.git","sklearn,tensorflow","10","73"
"bethgelab/stylize-datasets","https://github.com/bethgelab/stylize-datasets.git","torch","3","54"
"beyretb/AnimalAI-Olympics","https://github.com/beyretb/AnimalAI-Olympics.git","tensorflow","6","319"
"CosmiQ/solaris","https://github.com/CosmiQ/solaris.git","keras,tensorflow,torch","10","146"
"scikit-mobility/scikit-mobility","https://github.com/scikit-mobility/scikit-mobility.git","sklearn","10","239"
"HKUST-KnowComp/ASER","https://github.com/HKUST-KnowComp/ASER.git","torch","4","88"
"kakaobrain/fast-autoaugment","https://github.com/kakaobrain/fast-autoaugment.git","sklearn,torch","3","882"
"microsoft/DiCE","https://github.com/microsoft/DiCE.git","sklearn,tensorflow","6","227"
"microsoft/MLOps_VideoAnomalyDetection","https://github.com/microsoft/MLOps_VideoAnomalyDetection.git","sklearn,keras,tensorflow","5","56"
"a1600012888/YOPO-You-Only-Propagate-Once","https://github.com/a1600012888/YOPO-You-Only-Propagate-Once.git","torch","3","127"
"NVIDIA/TensorRT","https://github.com/NVIDIA/TensorRT.git","keras,tensorflow","11","2366"
"openai/gpt-2-output-dataset","https://github.com/openai/gpt-2-output-dataset.git","sklearn,torch","3","883"
"interpretml/interpret","https://github.com/interpretml/interpret.git","sklearn","15","2694"
"microsoft/MLOps","https://github.com/microsoft/MLOps.git","sklearn,tensorflow,keras,torch","23","323"
"jgraving/DeepPoseKit","https://github.com/jgraving/DeepPoseKit.git","sklearn,tensorflow,keras","5","129"
"connorcoley/ASKCOS","https://github.com/connorcoley/ASKCOS.git","sklearn,theano,tensorflow,keras","4","51"
"amzn/metalearn-leap","https://github.com/amzn/metalearn-leap.git","torch","3","137"
"re-search/DocProduct","https://github.com/re-search/DocProduct.git","sklearn,tensorflow","5","432"
"ranahanocka/MeshCNN","https://github.com/ranahanocka/MeshCNN.git","torch","4","779"
"STVIR/pysot","https://github.com/STVIR/pysot.git","torch","7","2902"
"huggingface/transfer-learning-conv-ai","https://github.com/huggingface/transfer-learning-conv-ai.git","torch","9","794"
"soubhiksanyal/RingNet","https://github.com/soubhiksanyal/RingNet.git","tensorflow","3","335"
"lelimite4444/BridgeDepthFlow","https://github.com/lelimite4444/BridgeDepthFlow.git","torch","3","81"
"paiml/python_devops_book","https://github.com/paiml/python_devops_book.git","sklearn","4","77"
"Helsinki-NLP/prosody","https://github.com/Helsinki-NLP/prosody.git","torch","3","97"
"nghorbani/human_body_prior","https://github.com/nghorbani/human_body_prior.git","torch","3","172"
"vchoutas/smplx","https://github.com/vchoutas/smplx.git","torch","4","172"
"facebookresearch/stochastic_gradient_push","https://github.com/facebookresearch/stochastic_gradient_push.git","torch","4","74"
"kakaobrain/torchgpipe","https://github.com/kakaobrain/torchgpipe.git","torch","3","383"
"digantamisra98/Mish","https://github.com/digantamisra98/Mish.git","sklearn,keras,tensorflow,torch","3","803"
"Doragd/Chinese-Chatbot-PyTorch-Implementation","https://github.com/Doragd/Chinese-Chatbot-PyTorch-Implementation.git","torch","3","462"
"udacity/DevOps_Microservices","https://github.com/udacity/DevOps_Microservices.git","sklearn","6","75"
"dsgiitr/d2l-pytorch","https://github.com/dsgiitr/d2l-pytorch.git","torch","23","3151"
"dmmiller612/bert-extractive-summarizer","https://github.com/dmmiller612/bert-extractive-summarizer.git","sklearn,torch","3","203"
"rwightman/gen-efficientnet-pytorch","https://github.com/rwightman/gen-efficientnet-pytorch.git","torch,tensorflow","4","863"
"shunsukesaito/PIFu","https://github.com/shunsukesaito/PIFu.git","torch","4","382"
"lmzintgraf/cavia","https://github.com/lmzintgraf/cavia.git","torch","3","70"
"china-ai-law-challenge/CAIL2019","https://github.com/china-ai-law-challenge/CAIL2019.git","sklearn,tensorflow","3","158"
